Well_ID,"X, m","Y, m","Depth, m","Porosity, fraction","Permeability, mD","Acoustic Impedance, kg*s/m^2",Rock facies,"Density, g/cm3","Compressible velocity, m/s","Youngs modulus, GPa","Shear velocity, m/s","Shear modulus, GPa"
Well_no_3,7725,8275,3057.42,0.15489,143.2063823936661,7161996.766,Sandstone,1.7899207807265654,3679.1985975745692,,1741.5460709176666,6.606055676278994
Well_no_3,7725,8275,3057.92,0.15449000000000002,125.64348273681463,7376326.212999999,Sandstone,2.037831024440575,3937.494988198527,27.501453705236397,1740.5555046664729,5.101164239139512
Well_no_3,7725,8275,3058.42,,,7242941.81,Sandstone,1.9527260424840995,3859.9803680186888,28.965731101149718,1615.687549295357,5.3578531195540515
Well_no_3,7725,8275,3058.92,0.0588,,,Shale,,5175.863293790469,38.099322357070335,1772.7220435096924,2.7990673731780147
Well_no_3,7725,8275,3059.42,0.06577000000000001,,7862608.344,Shale,,3971.4825577266242,38.686202171460316,1591.900258150333,4.7299707558078925
Well_no_3,7725,8275,3059.92,0.13237000000000002,,7488273.0989999985,Shaly sandstone,2.323401597782488,2787.594641681219,24.10749099413156,1616.579069349867,8.14030300938885
Well_no_3,7725,8275,3060.42,0.13166,,7494265.92,,1.789915704481592,4098.635042050413,32.16342938513925,,5.397300273721352
Well_no_3,7725,8275,3060.92,0.13224,,7247639.69,Shaly sandstone,1.9613866096604404,3825.247508204557,26.08334722057828,1669.128620311029,5.985948469813152
Well_no_3,7725,8275,3061.42,0.14442,,7223813.876,Shaly sandstone,,4514.923244052122,,,4.5430252565833635
Well_no_3,7725,8275,3061.92,0.13808,,7208889.982999999,Shaly sandstone,2.129888845186989,,24.346118135584177,1584.4998926997134,6.039278491154194
Well_no_3,7725,8275,3062.42,0.14484,,7174056.28,,2.0369639096178647,3912.721194068738,22.748983540052837,1779.6283990800048,
Well_no_3,7725,8275,3062.92,0.14267,,7064035.727000001,Sandstone,1.850146680529584,3690.429928016848,25.46740341933321,1620.1809454529612,5.972958551558127
Well_no_3,7725,8275,3063.42,0.14503,89.41488739911652,7118049.692000003,Sandstone,1.7973768563808523,,26.81803252755211,1554.7304122080075,5.584654415111643
Well_no_3,7725,8275,3063.92,0.14668,,6967210.076,Sandstone,2.162342016186551,,18.8180708885336,1802.3911156380627,7.547009542375807
Well_no_3,7725,8275,3064.42,0.051320000000000005,,7925076.582,,1.8034369027982824,4277.1314428175765,32.7862041706517,1663.1626215124445,5.6478684544637385
Well_no_3,7725,8275,3064.92,0.04992,,7630241.47,,1.896912291975995,4412.593564810384,,1701.4603053791784,5.826465115672746
Well_no_3,7725,8275,3065.42,0.05008,,7654922.429,Shale,1.7886936289920154,,29.931864822083842,1737.7383756531772,
Well_no_4,4425,6475,3046.86,0.15903,,6789985.924,Sandstone,1.7038930285164422,,,,4.8527933340437865
Well_no_4,4425,6475,3047.36,0.16175,,,Sandstone,1.5933355833605958,3843.663175811151,26.70932733661064,1657.4270893197877,3.312525194513621
Well_no_4,4425,6475,3047.86,0.16667,,7053326.378,Sandstone,1.9368733053701817,3637.1025628250654,27.392502412804077,1547.7242370730746,
Well_no_4,4425,6475,3048.36,0.16872,179.49186499408032,7299325.054,Sandstone,1.6262679704593606,4357.381348501822,,1394.8954348409295,3.846184858790056
Well_no_4,4425,6475,3048.86,0.17388,,7089724.927,,2.094171832885636,3300.572725585775,23.719747116923514,,6.397139581602238
Well_no_4,4425,6475,3049.36,0.06704,,7791596.333,Sandy shale,2.76393506399886,2261.5466749918946,21.735571453133936,1795.346393681184,7.9777815375437156
Well_no_4,4425,6475,3049.86,0.1303,,7432723.33,Shaly sandstone,1.7328287338579729,4354.543516092583,32.00583622724526,1568.8798229847428,5.444036200153663
Well_no_4,4425,6475,3050.36,0.12919,,7224658.397000001,Shaly sandstone,2.2333058482580364,3340.026892718438,21.637088065480057,1857.3979489879598,6.259177896538992
Well_no_4,4425,6475,3050.86,0.14205,,7396983.81,Sandstone,2.0640625624574893,3426.1378052720115,26.540648025438905,1532.1159411312685,
Well_no_4,4425,6475,3051.36,,,,Sandstone,1.520188057528269,5021.4288193062985,37.7229207975036,1663.2160612497096,3.2437800888923265
Well_no_4,4425,6475,3051.86,0.14905,,,,,3028.161094393965,23.45019253759686,1804.754734858533,6.445947971475931
Well_no_4,4425,6475,3052.36,,,7336735.87,Sandstone,2.0473957191037098,3232.2734550629634,,1777.6577536568016,2.77114162765862
Well_no_4,4425,6475,3052.86,0.06942999999999999,,7832319.705,Sandy shale,,2544.6871361728245,20.141638330725968,1790.4987282295926,9.219634067393716
Well_no_4,4425,6475,3053.36,0.12536,,,Shaly sandstone,1.6697531352344923,4288.5999404467275,32.91728805724841,1614.7880742939544,
Well_no_4,4425,6475,3053.86,0.12905999999999998,,7138347.506,Shaly sandstone,2.137753547753882,4375.635185813799,23.091087956447463,,
Well_no_4,4425,6475,3054.36,0.13325,,7344122.374,Shaly sandstone,1.9223733158480425,3814.213394552909,26.424105173143392,,4.8399769750180655
Well_no_4,4425,6475,3054.86,,,7208222.458,Sandstone,2.008410456037024,3884.2265066141217,23.613250982245802,1642.3837412686025,5.198682545498201
Well_no_4,4425,6475,3055.36,0.14351,118.08710888455654,7371247.685,Sandstone,1.5925544448077544,4182.630130614282,33.478915391939424,1499.4493274458764,
Well_no_4,4425,6475,3055.86,0.1473,,7257364.085,Sandstone,2.055163728322793,2695.0807907421067,26.530992535859127,1765.9556640229293,6.027856207928128
Well_no_4,4425,6475,3056.36,0.1523,157.20803677937445,7270247.6910000015,Sandstone,1.6904174161905658,4253.53092348259,32.248232111565045,1514.5678122881295,5.649619202161944
Well_no_5,2125,1225,3055.7,,,7217931.636,Shaly sandstone,1.8299932104168408,3704.2063827106763,31.24283467961897,1639.5219535578158,4.509239945346447
Well_no_5,2125,1225,3056.2,0.13171,,7214395.129,Shaly sandstone,1.5671945348874146,4363.476812275456,33.50651629847728,,
Well_no_5,2125,1225,3056.7,,,7321059.216,Shaly sandstone,2.1270393096516145,3061.061737487172,23.466537972863172,1894.002237349511,6.048546132524768
Well_no_5,2125,1225,3057.2,,,,Shaly sandstone,1.8762560743473853,,28.653110635388185,1644.2024680302625,3.628736979435381
Well_no_5,2125,1225,3057.7,0.14021,,7450108.406,Shaly sandstone,2.183858937970993,3528.959059779437,28.09022476920477,1989.8292471736386,6.63411169134781
Well_no_5,2125,1225,3058.2,0.14793,,,Shaly sandstone,2.102587005296156,3152.6069090541882,22.84054711267445,,5.122952615575048
Well_no_5,2125,1225,3058.7,0.15367999999999998,142.81163498665882,7273768.728999997,Sandstone,,3322.924542221137,26.231084728546595,1720.369643286067,6.829779782305634
Well_no_5,2125,1225,3059.2,0.14976,,7311652.04,,2.101230339700599,3992.83085783279,27.26447792534921,1668.4427337319053,6.8195446953231915
Well_no_5,2125,1225,3059.7,0.15277000000000002,,7051251.336,Sandstone,2.2281387517348143,,22.04048351701817,1640.3607930792184,5.938046565782325
Well_no_5,2125,1225,3060.2,0.06019,,8213981.426,Shale,1.694208810308157,4215.360459129216,39.286994078663,1493.0824285528863,4.9684398285784654
Well_no_5,2125,1225,3060.7,0.12353,,7209695.772000001,Shaly sandstone,1.8974718908174508,3847.220937556308,27.155232777195764,1704.5889005400495,5.3409931305639065
Well_no_5,2125,1225,3061.2,0.12062,,7335083.046,Shaly sandstone,1.7397449221932493,3992.258294133832,28.069398883069173,1598.5320915940226,4.760438364453888
Well_no_5,2125,1225,3061.7,0.11954,,7329361.509,Shaly sandstone,2.208525167977419,3305.6352386149156,24.841545514156472,1720.8924718165176,5.198050248068454
Well_no_5,2125,1225,3062.2,,,7409646.013999999,Shaly sandstone,1.904660205422689,,28.28584500066875,1668.185790492253,4.38518784335277
Well_no_5,2125,1225,3062.7,0.13974,,7155294.908,Shaly sandstone,1.6408551532249158,4023.558496268628,26.98121143327885,1768.9904580983884,5.758057570726353
Well_no_5,2125,1225,3063.2,0.14035999999999998,,7203057.6060000025,Shaly sandstone,1.5832905460849476,4624.56703122748,,1691.4514761256812,4.2952666087080535
Well_no_5,2125,1225,3063.7,0.14107999999999998,104.9706550774704,7215770.521000002,Shaly sandstone,1.6222358148141125,4133.086125765399,,1734.091824792275,4.67508614248549
Well_no_5,2125,1225,3064.2,0.15133,,7294261.194,Sandstone,2.0580044754975457,3836.492597201253,26.22254319459777,1815.715875382273,4.601592459369692
Well_no_5,2125,1225,3064.7,0.15298,,7257518.818,Sandstone,2.1355205154562364,3687.907364586983,,1647.3685865208936,
Well_no_5,2125,1225,3065.2,0.06913,,7780547.545,Shale,1.924676985351757,3643.583074212104,,1738.80499731565,5.2078516027437765
Well_no_6,2675,4525,3048.71,0.16057000000000002,86.19059669129068,7211275.4339999985,Sandstone,2.2763084081331506,3283.975692517453,22.25326850704795,1684.9533107879306,7.0864946885628655
Well_no_6,2675,4525,3049.21,0.1543,,7193171.256,Sandstone,1.8784397248956952,3984.139319835641,,1714.2465080964005,5.926039941655498
Well_no_6,2675,4525,3049.71,0.16515,,7050658.812000001,,1.8564882997756318,3781.694654350456,25.116536268629407,1695.670320247897,4.935515007985146
Well_no_6,2675,4525,3050.21,0.16547,,,Sandstone,2.283537101776436,3118.483312138817,19.659231575692594,,6.483534568443725
Well_no_6,2675,4525,3050.71,0.06049,,7759853.147999999,Shale,,5007.755255068667,35.66549282412552,1785.1907663944892,3.5918857094579764
Well_no_6,2675,4525,3051.21,0.08837,,7903541.84,Sandy shale,2.533748154442013,2962.716867570487,24.414578022855906,1465.4519345151155,6.998932188154727
Well_no_6,2675,4525,3051.71,0.06351,,8164686.971,Shale,1.803333136218914,4252.5595132830695,36.27782980522071,1759.11311608937,4.157560728286623
Well_no_6,2675,4525,3052.21,0.1188,,7287796.416,Shaly sandstone,2.269745485495544,3016.0093080772967,23.515322571811954,1902.2268672837326,
Well_no_6,2675,4525,3052.71,0.12196,,7330545.688999997,Shaly sandstone,,4282.810488227535,,,2.6156462842886756
Well_no_6,2675,4525,3053.21,0.1284,87.60970260299406,7014560.563999997,Shaly sandstone,1.7341344176646365,3730.586331965605,29.7973323141303,1779.9512333411844,4.5463708940458485
Well_no_6,2675,4525,3053.71,0.13146,,7386167.868,Shaly sandstone,1.6998208500933951,4143.760625577654,30.82572968127904,,6.42998986875364
Well_no_6,2675,4525,3054.21,0.1405,,7200478.129,Shaly sandstone,1.9317710450656047,,,1617.8035739885336,4.62374732796493
Well_no_6,2675,4525,3054.71,0.13964,,,Shaly sandstone,2.182803545725577,2846.8567839175075,25.06708655053367,1613.257542932793,5.297311903476919
Well_no_6,2675,4525,3055.21,0.14907,,7179051.124,Sandstone,1.5235972411848522,4713.327105427034,,1654.9005551567595,4.25251684975933
Well_no_6,2675,4525,3055.71,,,7171327.993,Sandstone,1.7573709288406922,4047.5566482872014,28.48752299364105,1574.8435455519855,
Well_no_6,2675,4525,3056.21,0.07404,,7675772.804,Shale,1.5232383644777727,4536.0066882544625,,1838.7570418136027,5.975332816743318
Well_no_6,2675,4525,3056.71,0.08765,,7695366.873,Sandy shale,3.2242583795432562,2719.934670204816,,1620.5188924214663,10.056778342700195
Well_no_6,2675,4525,3057.21,0.0659,,7762043.621,Shale,,4405.20964903178,,,3.02266807322775
Well_no_6,2675,4525,3057.71,0.13677,,7245833.382,Shaly sandstone,1.8412402647563115,4137.573819107639,,1726.751296336848,
Well_no_6,2675,4525,3058.21,0.13623,,7226411.998,Shaly sandstone,1.899196570895768,3951.609011718856,24.32815372241825,1590.0005905096546,4.526819423817283
Well_no_7,6725,8025,3053.65,0.16727,,6953889.575,Sandstone,1.7737137399815848,4053.657113789297,24.592131986231244,,3.5495490835065717
Well_no_7,6725,8025,3054.15,0.16937,,6752590.2820000015,Sandstone,2.242420227382186,2561.8764979360594,19.32565321809172,1599.9478814117194,5.715957478176929
Well_no_7,6725,8025,3054.65,0.17424,,7068142.509,Sandstone,1.6566170622925704,4536.382712673662,28.54121809292078,,
Well_no_7,6725,8025,3055.15,,304.4786584156712,7011515.943,Sandstone,,3852.073792143826,21.739879740249986,1839.654747630089,4.698516160897895
Well_no_7,6725,8025,3055.65,0.07115,,7556219.413,Sandy shale,3.5303730075085835,1921.2428942567408,18.916574972268048,1777.701299111519,11.820037678031161
Well_no_7,6725,8025,3056.15,0.13757,,7699729.443,Shaly sandstone,2.034820657916392,3767.5148857522,27.92346731440948,1547.4876279553453,5.840666043073112
Well_no_7,6725,8025,3056.65,0.14261,,7361871.884,,2.1492184339196374,2798.6156891259443,26.99387823193868,,7.069276027123612
Well_no_7,6725,8025,3057.15,0.14323,,7405789.55,Shaly sandstone,2.198295318797186,3394.5638899011046,,1511.0229283802987,7.218405770852674
Well_no_7,6725,8025,3057.65,0.15153,,7282890.52,Sandstone,1.7659965390978942,4315.191846558128,25.43838761795309,1567.6559839041586,3.1895086655975744
Well_no_7,6725,8025,3058.15,0.14981,137.71242844576756,6991970.994,Sandstone,2.4167432931242177,3486.773715817839,21.64011023613637,1687.8348671567471,6.4875567878987015
Well_no_7,6725,8025,3058.65,0.07712999999999999,15.947099823534794,7748323.199,Sandy shale,2.9451940745946823,2880.803726722086,18.955334076601147,1651.8425345988019,9.38454517086119
Well_no_7,6725,8025,3059.15,0.06649,,7799389.806,Sandy shale,2.748518781215597,2763.166905499282,23.52503056252089,,
Well_no_7,6725,8025,3059.65,0.13089,,7493231.4,,2.115044807352905,,27.38752949355588,1812.058850452276,6.6539957599097415
Well_no_7,6725,8025,3060.15,0.13271,,7458031.334,Shaly sandstone,,5020.035186253493,39.493467045063056,1549.3203306636367,3.0431369590832884
Well_no_7,6725,8025,3060.65,0.13927,,7007143.175,Shaly sandstone,2.177408335461036,3526.6223933803544,23.917164219722828,1827.1770894073786,
Well_no_7,6725,8025,3061.15,0.14114000000000002,,7161335.666,Shaly sandstone,2.281723842645928,2414.325734097069,21.173623715995163,,
Well_no_7,6725,8025,3061.65,0.13778,,7361855.544,,2.4310951897823454,3107.646818796523,23.343380450047693,1639.2093084222988,6.11260251749022
Well_no_7,6725,8025,3062.15,0.13442,,,Sandstone,1.6239672286596696,,33.6576561111448,1595.7101720473706,5.514461401282707
Well_no_7,6725,8025,3062.65,0.14211,109.94478109113537,7216039.31,Sandstone,2.2611065070315024,2992.0769007178,21.271072390459388,1515.7482473771656,7.510667926262242
Well_no_7,6725,8025,3063.15,0.14245,,7305975.477000001,Sandstone,,3172.6891676510413,26.71375273684689,1747.6236309672433,4.742892612967724
Well_no_8,3975,8675,3053.33,0.13435,,7223095.935,Shaly sandstone,1.9856339378820551,,,1714.3830764327836,3.9022632897281753
Well_no_8,3975,8675,3053.83,,73.03729848294768,7506414.966,Shaly sandstone,,4082.3510132478655,,1685.3317928144172,
Well_no_8,3975,8675,3054.33,,,7301463.036,Sandstone,1.87893426782462,,31.930726544516865,1685.6645518767575,
Well_no_8,3975,8675,3054.83,,59.02390120394582,7476620.33,Sandstone,2.396325923576225,3772.5288388042095,22.287330072536157,1609.8689134857348,5.927733256125336
Well_no_8,3975,8675,3055.33,0.07356,22.89367763208855,7327600.48,,3.0706871449381694,2681.568879265852,19.158297387490013,1658.7850624013172,8.990189110674129
Well_no_8,3975,8675,3055.83,,67.5278611946421,7725057.287,Sandy shale,2.51629214538694,3071.5575404773213,24.86402622948367,,7.2018098286359535
Well_no_8,3975,8675,3056.33,0.12987,,7387077.802999997,Shaly sandstone,1.7740238871535794,3975.98451228077,,1659.2856003376373,4.887344076315914
Well_no_8,3975,8675,3056.83,0.13777,,,,2.1898432702952526,3249.169680402427,,1703.3910117589267,7.186915547060696
Well_no_8,3975,8675,3057.33,0.13593,,7241143.504,Sandstone,2.1065682771329874,,23.3652328891849,1563.6133559927198,4.716532870273982
Well_no_8,3975,8675,3057.83,0.14679,154.21333490017642,7189737.1039999975,Sandstone,,4896.518942047045,34.261398818014285,1713.532053004816,4.513683717669473
Well_no_8,3975,8675,3058.33,0.14667,128.16627629929957,7123045.73,Sandstone,2.18032302976571,3287.830956679156,20.140691397259253,1608.4477621393528,5.663552339509161
Well_no_8,3975,8675,3058.83,0.07006,,7708360.386,Sandy shale,3.2446596544465764,2098.6969299959515,17.144058311477007,1640.569767371116,9.378819999348565
Well_no_8,3975,8675,3059.33,0.07047,58.00375866501227,7789466.125,Sandy shale,3.357368597565207,,17.45716032147024,1650.4330996164942,9.912610823275918
Well_no_8,3975,8675,3059.83,0.13385,,7435831.35,Shaly sandstone,1.6038004504189385,4479.679523958471,33.56814549196236,1651.4608519224923,4.969850368176898
Well_no_8,3975,8675,3060.33,0.14032,,,Sandstone,2.0290050684615366,3379.7541916594173,23.61121469194047,1779.3738400053892,5.670528496979897
Well_no_8,3975,8675,3060.83,0.14192000000000002,155.69955667466706,7372128.103999997,Sandstone,1.7070363226320853,4897.504842219549,30.01054770631733,1759.7096214026965,4.531117634518764
Well_no_8,3975,8675,3061.33,0.14965,,7234865.159,Sandstone,,3544.0201456112804,28.767657654677052,1649.7039970482626,7.6013143033525985
Well_no_8,3975,8675,3061.83,,,7124545.3220000025,Sandstone,2.4405156543409148,3243.856872730243,23.322316114625266,,5.994426121956531
Well_no_8,3975,8675,3062.33,0.15252000000000002,,7092311.93,Sandstone,2.033810301624149,3681.5998533510797,24.848850247628988,1637.5599902916101,4.970460776830218
Well_no_8,3975,8675,3062.83,0.15494000000000002,,7244722.317000003,Sandstone,1.8308520718867605,4016.3662112457173,22.2394677134162,,5.350788755415838
Well_no_9,5625,5475,3046.05,0.16404000000000002,,7000135.432,Sandstone,2.258512490742718,2654.126574919013,23.72363544316497,1640.5789986294876,
Well_no_9,5625,5475,3046.55,,,7823794.694,Sandy shale,2.6015786954811726,3208.0126217346474,23.641426901242465,1669.863523896101,7.491288180906213
Well_no_9,5625,5475,3047.05,0.06915,,7641568.209,,2.7261980518130247,3237.3316252380105,21.750404432234696,,7.516060488024032
Well_no_9,5625,5475,3047.55,0.13929,,7253141.318,,2.012060220820892,3414.7424900002106,24.379380357031287,1640.56358293293,6.076802564374871
Well_no_9,5625,5475,3048.05,0.14396,,7028231.9070000015,,1.6477063744407079,4050.807982730742,29.24540542866381,1788.3982504207274,6.432307556874701
Well_no_9,5625,5475,3048.55,0.14151,,7366514.356000002,Sandstone,2.099062730831554,3713.471302249582,24.080991322386442,1694.425044085748,5.4463206252552006
Well_no_9,5625,5475,3049.05,0.14476,119.01901359393,7273174.568,Sandstone,,4310.097008025512,28.723973889213628,,
Well_no_9,5625,5475,3049.55,0.14945,,7179971.813999997,Sandstone,2.038168312435533,3211.1394912106043,,1670.347725776671,6.532307882035898
Well_no_9,5625,5475,3050.05,0.15069000000000002,,,Sandstone,2.0653028031325573,,22.183628191402306,1728.6716808652136,6.974407661714622
Well_no_9,5625,5475,3050.55,0.15455,,6979919.829,Sandstone,2.094065704597215,3502.228340731183,23.81933802841707,,5.653938283662182
Well_no_9,5625,5475,3051.05,0.15634,150.20452540581522,,Sandstone,1.995702008444893,3717.717510996927,22.30588330590538,1724.7717670892675,7.258028561659301
Well_no_9,5625,5475,3051.55,0.06627000000000001,44.7523819272642,8123147.467,Sandy shale,2.818450853882668,2698.778020193885,25.844703718750186,1792.5940146947892,7.467295193830532
Well_no_9,5625,5475,3052.05,0.06625,,7721192.387,Sandy shale,2.910179834410094,2509.3355304891834,,1813.4732365574134,8.258069441793403
Well_no_9,5625,5475,3052.55,,,7520850.62,Shaly sandstone,1.8497069549055687,3823.440236154106,25.23156833673892,1886.2890725195725,6.222301302885946
Well_no_9,5625,5475,3053.05,0.1301,94.82285044793844,7168363.246,Shaly sandstone,2.023177951381628,3504.850263508758,27.593317115192622,1685.1144992707239,6.0509638046591725
Well_no_9,5625,5475,3053.55,0.13669,,,Sandstone,2.117170914558847,3560.915899053769,28.373557491090164,,6.081727609599662
Well_no_9,5625,5475,3054.05,0.15113,81.70979898928344,7243360.957,Sandstone,,4327.923742853219,31.398236190270854,1630.4418923682288,4.622148024856961
Well_no_9,5625,5475,3054.55,0.14803,,6945197.863,Sandstone,1.5100300865176577,4571.841511918773,32.428498685949826,1585.198861376706,5.343468149482884
Well_no_9,5625,5475,3055.05,0.15546,,7090436.84,Sandstone,1.6232143127642265,,27.62832670963116,1624.2452580679035,5.214218891494247
Well_no_9,5625,5475,3055.55,0.15467,,6995755.342,Sandstone,2.3804062537007367,,,1755.5277829507502,5.311133110933984
Well_no_10,3725,1575,3053.07,0.15539,,7289440.001,Sandstone,1.5799935331560482,4329.017660614112,30.21056119143557,1682.7461338478836,
Well_no_10,3725,1575,3053.57,0.049260000000000005,,8077466.412,Shale,1.5763949579480807,5221.61118953115,37.78457801694627,,5.035477117454295
Well_no_10,3725,1575,3054.07,0.12083,65.5479924314493,7388753.32,Shaly sandstone,1.6318426343324992,4132.474213052629,33.96500694776898,1560.599407419018,5.315676752665492
Well_no_10,3725,1575,3054.57,0.1253,44.918882834733886,7154431.124,Shaly sandstone,2.2041931674915314,3216.297111426259,26.582614770328032,1718.5048538640658,6.054202414424124
